temperature,humidity,rainfall,wind_speed,month,crop,region,state,latitude,longitude,pesticide_applications,past_disease_occurrences,disease,severity,is_diseased
25.1,75.3,63.4,0.0,7,Cherry,Pune,Maharashtra,18.52,73.85,3,2,Cherry_(including_sour)___Powdery_mildew,38.8,1
18.1,77.2,3.1,11.8,3,Peach,Amritsar,Punjab,31.63,74.87,4,1,Peach___healthy,0.0,0
28.8,82.9,67.2,9.6,9,Corn,Nashik,Maharashtra,19.99,73.79,0,0,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,78.4,1
25.3,79.7,108.6,8.5,8,Corn,Akola,Maharashtra,20.7,77.0,2,5,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,52.8,1
29.5,77.1,8.1,13.2,3,Corn,Varanasi,Uttar Pradesh,25.31,82.97,0,1,Corn_(maize)___Common_rust_,83.2,1
27.9,70.3,6.8,6.0,3,Pepper,Jabalpur,Madhya Pradesh,23.18,79.94,3,1,"Pepper,_bell___healthy",0.0,0
31.6,74.6,78.3,2.7,9,Pepper,Nagpur,Maharashtra,21.14,79.08,3,0,"Pepper,_bell___Bacterial_spot",45.5,1
31.9,84.7,115.9,8.0,7,Corn,Lucknow,Uttar Pradesh,26.85,80.94,0,2,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,53.8,1
24.9,82.1,104.4,10.8,8,Squash,Patna,Bihar,25.59,85.13,0,5,Squash___Powdery_mildew,43.6,1
28.8,78.4,129.0,9.3,8,Strawberry,Warangal,Telangana,17.97,79.59,1,0,Strawberry___healthy,0.0,0
13.6,74.5,123.8,16.7,7,Strawberry,Amritsar,Punjab,31.63,74.87,2,0,Strawberry___healthy,0.0,0
20.5,69.6,5.5,3.7,2,Apple,Aurangabad,Maharashtra,19.87,75.34,5,0,Apple___healthy,0.0,0
29.5,78.3,66.1,4.6,9,Tomato,Indore,Madhya Pradesh,22.71,75.85,2,0,Tomato___Bacterial_spot,63.7,1
32.2,80.9,8.6,3.1,3,Apple,Surat,Gujarat,21.17,72.83,0,0,Apple___Cedar_apple_rust,69.3,1
27.2,78.7,151.5,0.0,8,Corn,Patna,Bihar,25.59,85.13,1,2,Corn_(maize)___Northern_Leaf_Blight,70.9,1
5.6,91.2,21.9,10.5,9,Apple,Shimla,Himachal Pradesh,31.1,77.17,9,2,Apple___Black_rot,41.3,1
35.3,76.7,50.4,7.9,9,Potato,Ahmedabad,Gujarat,23.02,72.57,1,0,Potato___Late_blight,87.0,1
22.7,69.5,85.7,11.2,9,Potato,Jalandhar,Punjab,31.32,75.57,2,3,Potato___Late_blight,92.0,1
13.6,64.4,4.7,3.8,1,Tomato,Ludhiana,Punjab,30.9,75.85,1,2,Tomato___Target_Spot,43.4,1
26.3,71.8,13.7,14.6,11,Grape,Solapur,Maharashtra,17.66,75.9,6,0,Grape___healthy,0.0,0
24.4,81.4,140.7,13.8,7,Apple,Ranchi,Jharkhand,23.34,85.31,0,0,Apple___Black_rot,81.3,1
19.1,76.0,29.3,5.4,10,Tomato,Mysore,Karnataka,12.29,76.64,4,1,Tomato___Spider_mites Two-spotted_spider_mite,57.0,1
27.7,70.9,8.4,3.9,4,Tomato,Nashik,Maharashtra,19.99,73.79,2,0,Tomato___Spider_mites Two-spotted_spider_mite,61.0,1
25.2,86.6,5.9,6.1,3,Potato,Varanasi,Uttar Pradesh,25.31,82.97,1,1,Potato___Early_blight,40.1,1
40.1,76.2,18.2,11.6,5,Grape,Mysore,Karnataka,12.29,76.64,3,1,Grape___Black_rot,68.8,1
18.9,77.0,111.3,4.1,7,Tomato,Mysore,Karnataka,12.29,76.64,3,2,Tomato___healthy,0.0,0
12.7,90.2,40.3,7.6,10,Squash,Dharamsala,Himachal Pradesh,32.21,76.32,1,0,Squash___Powdery_mildew,36.8,1
31.0,72.1,11.2,19.5,3,Grape,Amravati,Maharashtra,20.93,77.75,6,0,Grape___healthy,0.0,0
24.4,69.8,6.8,8.0,1,Tomato,Jabalpur,Madhya Pradesh,23.18,79.94,0,0,Tomato___healthy,0.0,0
27.7,70.2,5.0,9.3,1,Cherry,Akola,Maharashtra,20.7,77.0,2,2,Cherry_(including_sour)___healthy,0.0,0
24.4,70.7,5.4,4.5,2,Soybean,Ahmedabad,Gujarat,23.02,72.57,6,0,Soybean___healthy,0.0,0
21.6,84.3,123.5,17.6,6,Apple,Bangalore,Karnataka,12.97,77.59,1,4,Apple___Apple_scab,50.8,1
27.5,64.5,15.5,8.2,4,Grape,Ludhiana,Punjab,30.9,75.85,2,2,Grape___Black_rot,48.7,1
16.3,82.8,5.1,2.2,4,Orange,Dharamsala,Himachal Pradesh,32.21,76.32,1,0,Orange___Haunglongbing_(Citrus_greening),96.0,1
23.9,62.2,5.0,9.1,2,Apple,Solapur,Maharashtra,17.66,75.9,4,0,Apple___healthy,0.0,0
33.5,65.7,17.6,7.7,5,Strawberry,Jalandhar,Punjab,31.32,75.57,0,0,Strawberry___Leaf_scorch,54.4,1
30.6,76.5,5.5,12.9,3,Apple,Varanasi,Uttar Pradesh,25.31,82.97,1,0,Apple___Apple_scab,68.0,1
31.6,79.4,98.9,13.2,7,Grape,Akola,Maharashtra,20.7,77.0,3,5,Grape___Black_rot,64.3,1
22.0,59.0,14.9,3.6,10,Grape,Jaipur,Rajasthan,26.91,75.79,2,2,Grape___Esca_(Black_Measles),53.1,1
29.3,85.0,112.7,8.3,7,Grape,Chennai,Tamil Nadu,13.08,80.27,1,1,Grape___Esca_(Black_Measles),94.1,1
32.2,86.2,76.4,9.8,6,Tomato,Jabalpur,Madhya Pradesh,23.18,79.94,2,1,Tomato___Tomato_Yellow_Leaf_Curl_Virus,75.5,1
18.5,84.1,2.2,2.9,2,Grape,Patna,Bihar,25.59,85.13,3,4,Grape___Black_rot,73.2,1
36.6,46.9,6.2,3.2,5,Grape,Jodhpur,Rajasthan,26.29,73.01,2,5,Grape___Esca_(Black_Measles),78.7,1
23.8,77.9,96.9,7.6,7,Orange,Gaya,Bihar,24.79,84.99,1,0,Orange___Haunglongbing_(Citrus_greening),78.6,1
27.2,68.5,40.4,6.2,10,Tomato,Akola,Maharashtra,20.7,77.0,1,0,Tomato___Target_Spot,54.4,1
27.7,85.2,60.5,8.9,7,Strawberry,Warangal,Telangana,17.97,79.59,0,1,Strawberry___Leaf_scorch,27.6,1
5.7,92.2,112.4,5.1,7,Grape,Shimla,Himachal Pradesh,31.1,77.17,3,2,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),58.0,1
30.5,84.3,35.6,8.2,9,Tomato,Jabalpur,Madhya Pradesh,23.18,79.94,8,1,Tomato___Septoria_leaf_spot,35.2,1
22.6,66.5,8.5,13.7,11,Tomato,Agra,Uttar Pradesh,27.17,78.01,5,3,Tomato___Spider_mites Two-spotted_spider_mite,48.1,1
23.3,68.0,75.2,8.9,6,Peach,Amritsar,Punjab,31.63,74.87,2,1,Peach___healthy,0.0,0
17.1,68.7,4.2,11.7,12,Apple,Nashik,Maharashtra,19.99,73.79,2,0,Apple___healthy,0.0,0
26.0,80.1,83.5,8.3,7,Grape,Bhopal,Madhya Pradesh,23.25,77.41,1,1,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),66.3,1
30.7,74.9,5.7,3.6,3,Peach,Varanasi,Uttar Pradesh,25.31,82.97,1,1,Peach___healthy,0.0,0
17.3,61.4,3.5,19.0,12,Wheat,Solapur,Maharashtra,17.66,75.9,0,3,Wheat___Leaf_rust,70.0,1
28.7,85.4,67.4,5.3,9,Peach,Bangalore,Karnataka,12.97,77.59,10,0,Peach___Bacterial_spot,34.6,1
32.6,77.8,31.8,6.8,10,Tomato,Nagpur,Maharashtra,21.14,79.08,6,0,Tomato___Tomato_Yellow_Leaf_Curl_Virus,69.7,1
23.2,66.8,5.4,12.1,1,Grape,Hyderabad,Telangana,17.38,78.47,2,5,Grape___healthy,0.0,0
30.1,85.7,56.2,8.9,6,Tomato,Pune,Maharashtra,18.52,73.85,5,3,Tomato___Septoria_leaf_spot,51.4,1
30.9,76.0,100.8,11.9,6,Corn,Warangal,Telangana,17.97,79.59,1,4,Corn_(maize)___Northern_Leaf_Blight,47.2,1
31.7,58.9,99.0,5.5,6,Potato,Jaipur,Rajasthan,26.91,75.79,3,1,Potato___Early_blight,52.8,1
27.0,80.2,8.0,11.0,3,Tomato,Varanasi,Uttar Pradesh,25.31,82.97,6,0,Tomato___Tomato_Yellow_Leaf_Curl_Virus,66.3,1
27.2,77.3,8.2,8.1,3,Tomato,Chennai,Tamil Nadu,13.08,80.27,1,0,Tomato___Tomato_Yellow_Leaf_Curl_Virus,73.5,1
34.5,63.2,10.1,3.4,4,Tomato,Ahmedabad,Gujarat,23.02,72.57,0,0,Tomato___Tomato_Yellow_Leaf_Curl_Virus,81.3,1
31.8,84.3,108.2,5.6,8,Corn,Surat,Gujarat,21.17,72.83,0,1,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,75.7,1
27.8,67.2,9.6,5.9,11,Grape,Solapur,Maharashtra,17.66,75.9,4,3,Grape___healthy,0.0,0
22.9,71.4,3.7,8.4,12,Orange,Lucknow,Uttar Pradesh,26.85,80.94,1,2,Orange___Haunglongbing_(Citrus_greening),87.0,1
22.8,80.8,67.7,10.9,8,Peach,Bangalore,Karnataka,12.97,77.59,5,0,Peach___Bacterial_spot,50.8,1
23.8,74.2,165.3,3.6,7,Grape,Jalandhar,Punjab,31.32,75.57,3,0,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),47.7,1
29.0,74.0,35.4,7.8,10,Strawberry,Akola,Maharashtra,20.7,77.0,1,3,Strawberry___healthy,0.0,0
16.7,76.0,4.1,12.4,12,Pepper,Ranchi,Jharkhand,23.34,85.31,1,4,"Pepper,_bell___Bacterial_spot",59.5,1
28.0,70.3,5.5,4.0,2,Grape,Akola,Maharashtra,20.7,77.0,0,3,Grape___healthy,0.0,0
17.5,75.2,35.9,8.7,10,Orange,Bangalore,Karnataka,12.97,77.59,6,4,Orange___Haunglongbing_(Citrus_greening),73.9,1
37.9,70.1,9.9,13.5,5,Apple,Solapur,Maharashtra,17.66,75.9,2,2,Apple___Black_rot,55.2,1
21.1,60.9,4.0,11.5,12,Raspberry,Jaipur,Rajasthan,26.91,75.79,1,0,Raspberry___healthy,0.0,0
31.0,67.2,78.5,8.9,9,Grape,Solapur,Maharashtra,17.66,75.9,5,1,Grape___Esca_(Black_Measles),53.3,1
27.3,89.3,78.4,5.4,7,Pepper,Burdwan,West Bengal,23.23,87.85,7,2,"Pepper,_bell___Bacterial_spot",45.7,1
18.3,69.6,3.1,10.5,2,Pepper,Lucknow,Uttar Pradesh,26.85,80.94,2,5,"Pepper,_bell___Bacterial_spot",58.5,1
27.6,86.9,79.1,0.0,6,Strawberry,Burdwan,West Bengal,23.23,87.85,0,3,Strawberry___Leaf_scorch,47.4,1
33.9,63.7,15.0,10.5,5,Cherry,Jalandhar,Punjab,31.32,75.57,1,0,Cherry_(including_sour)___Powdery_mildew,55.4,1
24.7,77.8,3.7,5.9,2,Cherry,Indore,Madhya Pradesh,22.71,75.85,0,0,Cherry_(including_sour)___Powdery_mildew,40.9,1
28.5,73.9,83.3,5.8,6,Peach,Jalandhar,Punjab,31.32,75.57,1,3,Peach___Bacterial_spot,60.0,1
27.5,79.4,86.8,11.3,7,Blueberry,Nagpur,Maharashtra,21.14,79.08,3,0,Blueberry___healthy,0.0,0
19.1,87.2,5.8,7.5,1,Apple,Coimbatore,Tamil Nadu,11.01,76.96,0,1,Apple___Cedar_apple_rust,66.4,1
26.4,92.4,79.7,6.6,9,Orange,Nashik,Maharashtra,19.99,73.79,10,2,Orange___Haunglongbing_(Citrus_greening),50.7,1
36.5,81.7,19.4,7.5,5,Grape,Amravati,Maharashtra,20.93,77.75,5,0,Grape___Black_rot,68.0,1
28.9,74.7,37.7,7.4,10,Tomato,Varanasi,Uttar Pradesh,25.31,82.97,6,0,Tomato___Tomato_Yellow_Leaf_Curl_Virus,76.0,1
26.1,79.4,144.3,7.6,7,Pepper,Bhopal,Madhya Pradesh,23.25,77.41,2,0,"Pepper,_bell___healthy",0.0,0
25.7,61.7,131.2,7.7,8,Corn,Jodhpur,Rajasthan,26.29,73.01,2,3,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,51.8,1
31.4,74.2,14.3,8.5,4,Tomato,Ludhiana,Punjab,30.9,75.85,1,3,Tomato___Tomato_mosaic_virus,73.3,1
24.3,67.3,114.6,10.5,7,Corn,Jaipur,Rajasthan,26.91,75.79,1,0,Corn_(maize)___Northern_Leaf_Blight,58.2,1
17.8,64.8,17.7,9.6,10,Potato,Amritsar,Punjab,31.63,74.87,1,0,Potato___Late_blight,93.9,1
30.8,93.6,42.4,6.1,9,Tomato,Burdwan,West Bengal,23.23,87.85,1,0,Tomato___Early_blight,70.3,1
18.8,73.1,6.9,10.8,1,Peach,Akola,Maharashtra,20.7,77.0,2,0,Peach___healthy,0.0,0
29.8,80.6,131.4,4.9,8,Apple,Hyderabad,Telangana,17.38,78.47,0,1,Apple___Black_rot,74.7,1
22.6,73.9,59.3,4.1,9,Apple,Nashik,Maharashtra,19.99,73.79,3,0,Apple___Cedar_apple_rust,68.5,1
25.5,69.1,9.7,5.3,11,Potato,Bhopal,Madhya Pradesh,23.25,77.41,3,0,Potato___Late_blight,76.3,1
20.3,59.6,13.8,8.6,11,Apple,Amritsar,Punjab,31.63,74.87,0,2,Apple___healthy,0.0,0
28.6,89.1,156.6,11.3,8,Tomato,Amravati,Maharashtra,20.93,77.75,2,0,Tomato___Spider_mites Two-spotted_spider_mite,54.4,1
16.3,82.6,85.5,12.7,6,Cherry,Shimla,Himachal Pradesh,31.1,77.17,6,1,Cherry_(including_sour)___Powdery_mildew,47.0,1
25.1,81.2,4.1,11.3,2,Strawberry,Coimbatore,Tamil Nadu,11.01,76.96,9,1,Strawberry___Leaf_scorch,38.9,1
32.2,85.6,14.4,11.1,4,Potato,Gaya,Bihar,24.79,84.99,3,2,Potato___Late_blight,85.0,1
27.4,64.7,29.5,11.1,9,Cherry,Jodhpur,Rajasthan,26.29,73.01,4,1,Cherry_(including_sour)___Powdery_mildew,39.1,1
23.9,68.1,9.1,5.9,11,Tomato,Pune,Maharashtra,18.52,73.85,0,2,Tomato___healthy,0.0,0
26.9,67.4,30.9,9.2,10,Corn,Indore,Madhya Pradesh,22.71,75.85,2,0,Corn_(maize)___Northern_Leaf_Blight,62.1,1
32.0,73.9,61.0,10.8,6,Tomato,Aurangabad,Maharashtra,19.87,75.34,1,3,Tomato___healthy,0.0,0
18.9,67.1,5.4,13.6,12,Tomato,Jabalpur,Madhya Pradesh,23.18,79.94,3,0,Tomato___Tomato_mosaic_virus,74.4,1
29.4,54.5,3.4,7.2,12,Tomato,Jaipur,Rajasthan,26.91,75.79,3,3,Tomato___healthy,0.0,0
27.3,72.3,7.3,11.9,11,Grape,Aurangabad,Maharashtra,19.87,75.34,5,0,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),64.3,1
20.4,77.3,8.5,14.6,3,Potato,Ludhiana,Punjab,30.9,75.85,3,3,Potato___Early_blight,56.9,1
26.1,75.3,132.0,5.3,8,Strawberry,Mysore,Karnataka,12.29,76.64,8,0,Strawberry___healthy,0.0,0
23.5,77.3,5.1,0.7,11,Orange,Akola,Maharashtra,20.7,77.0,7,0,Orange___Haunglongbing_(Citrus_greening),72.0,1
40.2,74.3,14.2,4.1,5,Apple,Varanasi,Uttar Pradesh,25.31,82.97,0,0,Apple___Cedar_apple_rust,70.7,1
25.0,79.6,32.1,6.7,10,Tomato,Jabalpur,Madhya Pradesh,23.18,79.94,0,3,Tomato___Leaf_Mold,47.6,1
30.3,84.4,82.5,7.6,9,Tomato,Surat,Gujarat,21.17,72.83,2,1,Tomato___Target_Spot,46.8,1
21.2,76.6,4.5,9.1,2,Tomato,Lucknow,Uttar Pradesh,26.85,80.94,1,1,Tomato___healthy,0.0,0
30.5,82.9,49.1,7.7,6,Tomato,Ranchi,Jharkhand,23.34,85.31,1,1,Tomato___Target_Spot,68.0,1
39.4,83.5,17.6,13.9,5,Grape,Burdwan,West Bengal,23.23,87.85,0,1,Grape___Esca_(Black_Measles),95.2,1
31.3,79.8,109.2,4.4,7,Tomato,Aurangabad,Maharashtra,19.87,75.34,3,1,Tomato___Septoria_leaf_spot,54.4,1
26.5,75.7,69.0,7.4,8,Grape,Aurangabad,Maharashtra,19.87,75.34,1,0,Grape___Black_rot,60.1,1
27.1,88.9,147.6,9.7,8,Cherry,Chennai,Tamil Nadu,13.08,80.27,0,1,Cherry_(including_sour)___Powdery_mildew,65.2,1
24.3,58.3,4.9,6.5,12,Tomato,Ahmedabad,Gujarat,23.02,72.57,0,0,Tomato___Tomato_mosaic_virus,75.3,1
25.6,57.3,12.8,9.6,5,Orange,Amritsar,Punjab,31.63,74.87,2,4,Orange___Haunglongbing_(Citrus_greening),89.6,1
23.3,67.8,94.0,5.0,6,Apple,Amritsar,Punjab,31.63,74.87,5,1,Apple___Cedar_apple_rust,46.3,1
19.4,78.9,4.5,13.8,1,Pepper,Nashik,Maharashtra,19.99,73.79,1,2,"Pepper,_bell___healthy",0.0,0
30.9,59.0,21.8,12.9,5,Apple,Amritsar,Punjab,31.63,74.87,3,4,Apple___Cedar_apple_rust,49.6,1
30.3,84.7,81.2,4.3,8,Tomato,Surat,Gujarat,21.17,72.83,2,1,Tomato___Early_blight,46.2,1
40.1,66.9,84.7,13.1,6,Potato,Ahmedabad,Gujarat,23.02,72.57,0,1,Potato___Late_blight,100.0,1
26.7,77.3,13.7,5.5,10,Strawberry,Indore,Madhya Pradesh,22.71,75.85,1,0,Strawberry___Leaf_scorch,59.3,1
34.5,74.0,11.9,9.5,4,Grape,Nagpur,Maharashtra,21.14,79.08,9,0,Grape___Black_rot,33.2,1
20.8,80.8,96.2,8.5,8,Potato,Pune,Maharashtra,18.52,73.85,3,0,Potato___Early_blight,43.3,1
27.2,76.1,35.1,8.9,8,Tomato,Indore,Madhya Pradesh,22.71,75.85,2,0,Tomato___Target_Spot,64.3,1
25.1,77.9,85.2,5.6,6,Potato,Amritsar,Punjab,31.63,74.87,1,0,Potato___Late_blight,96.0,1
25.0,77.9,141.3,0.0,7,Peach,Nashik,Maharashtra,19.99,73.79,1,0,Peach___Bacterial_spot,51.3,1
24.0,82.4,167.5,0.0,8,Corn,Mysore,Karnataka,12.29,76.64,7,0,Corn_(maize)___Northern_Leaf_Blight,40.3,1
25.1,87.0,13.9,10.1,11,Squash,Burdwan,West Bengal,23.23,87.85,1,0,Squash___Powdery_mildew,45.0,1
29.7,81.7,61.7,8.8,6,Tomato,Pune,Maharashtra,18.52,73.85,5,1,Tomato___Late_blight,80.0,1
23.7,87.6,72.4,5.6,8,Tomato,Aurangabad,Maharashtra,19.87,75.34,7,0,Tomato___Septoria_leaf_spot,52.6,1
23.4,78.9,13.6,7.9,11,Tomato,Amravati,Maharashtra,20.93,77.75,1,0,Tomato___Spider_mites Two-spotted_spider_mite,70.1,1
26.8,83.4,117.9,5.5,9,Tomato,Indore,Madhya Pradesh,22.71,75.85,5,5,Tomato___Late_blight,59.7,1
16.5,73.5,7.8,7.6,12,Strawberry,Nagpur,Maharashtra,21.14,79.08,5,1,Strawberry___Leaf_scorch,35.7,1
28.6,80.3,102.6,4.5,8,Corn,Akola,Maharashtra,20.7,77.0,6,0,Corn_(maize)___Common_rust_,51.4,1
29.5,61.4,7.7,10.4,11,Pepper,Jaipur,Rajasthan,26.91,75.79,1,0,"Pepper,_bell___healthy",0.0,0
25.0,64.6,7.8,0.0,3,Tomato,Warangal,Telangana,17.97,79.59,0,0,Tomato___Spider_mites Two-spotted_spider_mite,53.4,1
34.4,67.1,12.1,5.9,5,Apple,Jalandhar,Punjab,31.32,75.57,4,1,Apple___Apple_scab,55.9,1
28.8,96.4,99.7,11.9,6,Apple,Amravati,Maharashtra,20.93,77.75,3,0,Apple___Apple_scab,52.5,1
38.4,70.5,18.0,5.6,5,Apple,Varanasi,Uttar Pradesh,25.31,82.97,2,1,Apple___Apple_scab,55.3,1
24.6,62.4,8.9,9.1,4,Potato,Jalandhar,Punjab,31.32,75.57,1,0,Potato___healthy,0.0,0
25.0,64.2,22.7,7.7,4,Blueberry,Solapur,Maharashtra,17.66,75.9,3,0,Blueberry___healthy,0.0,0
17.0,71.4,4.4,7.5,1,Raspberry,Patna,Bihar,25.59,85.13,5,5,Raspberry___healthy,0.0,0
33.5,78.8,78.8,7.3,9,Corn,Chennai,Tamil Nadu,13.08,80.27,1,2,Corn_(maize)___Common_rust_,67.1,1
25.0,86.5,33.5,8.1,6,Tomato,Mysore,Karnataka,12.29,76.64,3,2,Tomato___Leaf_Mold,50.6,1
25.0,73.2,5.7,8.1,3,Raspberry,Agra,Uttar Pradesh,27.17,78.01,4,1,Raspberry___healthy,0.0,0
34.0,76.4,6.5,0.3,3,Squash,Nagpur,Maharashtra,21.14,79.08,7,1,Squash___Powdery_mildew,33.9,1
34.9,84.5,82.3,9.6,6,Tomato,Varanasi,Uttar Pradesh,25.31,82.97,2,1,Tomato___Bacterial_spot,82.6,1
23.1,89.5,106.4,1.6,7,Apple,Varanasi,Uttar Pradesh,25.31,82.97,3,4,Apple___Black_rot,65.6,1
33.4,64.5,71.2,15.6,6,Apple,Jodhpur,Rajasthan,26.29,73.01,1,2,Apple___Black_rot,85.8,1
34.2,69.1,12.1,7.3,5,Apple,Jalandhar,Punjab,31.32,75.57,2,0,Apple___Black_rot,63.3,1
30.1,69.2,128.5,0.4,8,Corn,Ahmedabad,Gujarat,23.02,72.57,3,4,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,33.2,1
26.0,67.0,11.8,7.5,11,Potato,Ahmedabad,Gujarat,23.02,72.57,6,2,Potato___Late_blight,65.2,1
27.5,74.3,36.0,7.3,10,Potato,Pune,Maharashtra,18.52,73.85,0,3,Potato___healthy,0.0,0
22.3,71.7,3.6,1.5,1,Apple,Nagpur,Maharashtra,21.14,79.08,3,0,Apple___healthy,0.0,0
21.0,87.0,4.2,6.5,1,Orange,Burdwan,West Bengal,23.23,87.85,1,0,Orange___Haunglongbing_(Citrus_greening),88.3,1
14.7,77.1,6.9,9.6,1,Tomato,Bangalore,Karnataka,12.97,77.59,0,2,Tomato___Tomato_mosaic_virus,77.7,1
23.5,56.3,9.1,9.0,3,Grape,Amritsar,Punjab,31.63,74.87,0,3,Grape___healthy,0.0,0
16.1,70.4,3.2,16.5,1,Apple,Gaya,Bihar,24.79,84.99,2,0,Apple___healthy,0.0,0
19.2,80.0,47.2,7.4,10,Raspberry,Gaya,Bihar,24.79,84.99,5,3,Raspberry___healthy,0.0,0
24.7,85.8,24.0,9.5,10,Tomato,Burdwan,West Bengal,23.23,87.85,1,0,Tomato___Leaf_Mold,59.3,1
34.1,68.6,92.2,0.0,8,Grape,Solapur,Maharashtra,17.66,75.9,4,0,Grape___Esca_(Black_Measles),71.5,1
24.1,72.3,31.6,7.4,10,Tomato,Gaya,Bihar,24.79,84.99,5,0,Tomato___Tomato_Yellow_Leaf_Curl_Virus,63.3,1
19.6,63.8,5.2,3.9,1,Strawberry,Agra,Uttar Pradesh,27.17,78.01,3,1,Strawberry___healthy,0.0,0
24.2,79.7,4.1,7.4,12,Grape,Ranchi,Jharkhand,23.34,85.31,5,1,Grape___Esca_(Black_Measles),76.7,1
21.3,82.3,153.9,13.3,7,Tomato,Patna,Bihar,25.59,85.13,0,0,Tomato___Target_Spot,52.3,1
31.1,69.8,7.0,3.5,3,Strawberry,Solapur,Maharashtra,17.66,75.9,1,2,Strawberry___Leaf_scorch,50.7,1
24.8,69.8,7.4,3.9,11,Apple,Solapur,Maharashtra,17.66,75.9,1,3,Apple___healthy,0.0,0
27.2,75.4,132.6,2.0,7,Tomato,Gaya,Bihar,24.79,84.99,0,0,Tomato___healthy,0.0,0
31.1,87.5,12.8,2.1,5,Grape,Varanasi,Uttar Pradesh,25.31,82.97,0,2,Grape___Esca_(Black_Measles),90.7,1
31.3,70.4,8.7,10.4,5,Tomato,Mysore,Karnataka,12.29,76.64,7,4,Tomato___Tomato_Yellow_Leaf_Curl_Virus,56.2,1
33.2,67.7,21.7,5.6,5,Grape,Ludhiana,Punjab,30.9,75.85,7,2,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),36.3,1
25.2,84.6,83.0,15.8,8,Tomato,Burdwan,West Bengal,23.23,87.85,2,0,Tomato___Target_Spot,68.8,1
23.8,70.1,9.9,2.2,11,Tomato,Aurangabad,Maharashtra,19.87,75.34,5,0,Tomato___Tomato_Yellow_Leaf_Curl_Virus,59.8,1
2.3,85.6,3.7,3.5,1,Tomato,Shimla,Himachal Pradesh,31.1,77.17,4,0,Tomato___Tomato_mosaic_virus,60.9,1
27.9,77.9,140.9,4.9,7,Orange,Mysore,Karnataka,12.29,76.64,1,3,Orange___Haunglongbing_(Citrus_greening),96.0,1
20.5,70.3,3.8,6.8,3,Tomato,Bhopal,Madhya Pradesh,23.25,77.41,1,4,Tomato___Tomato_Yellow_Leaf_Curl_Virus,72.0,1
28.2,72.4,48.5,12.8,9,Corn,Patna,Bihar,25.59,85.13,2,1,Corn_(maize)___Northern_Leaf_Blight,63.8,1
28.1,79.5,30.4,7.9,10,Tomato,Coimbatore,Tamil Nadu,11.01,76.96,1,5,Tomato___Leaf_Mold,48.6,1
27.9,74.3,136.4,2.2,8,Pepper,Ahmedabad,Gujarat,23.02,72.57,0,0,"Pepper,_bell___Bacterial_spot",63.9,1
30.8,79.5,96.4,5.2,7,Peach,Akola,Maharashtra,20.7,77.0,3,1,Peach___healthy,0.0,0
23.4,72.6,5.2,7.2,1,Cherry,Patna,Bihar,25.59,85.13,5,0,Cherry_(including_sour)___healthy,0.0,0
30.4,77.2,8.4,5.5,5,Grape,Gaya,Bihar,24.79,84.99,2,1,Grape___Black_rot,61.9,1
19.6,61.4,10.2,8.7,3,Tomato,Jalandhar,Punjab,31.32,75.57,1,2,Tomato___Tomato_mosaic_virus,71.4,1
23.4,65.8,6.6,10.9,1,Blueberry,Bhopal,Madhya Pradesh,23.25,77.41,7,2,Blueberry___healthy,0.0,0
26.4,72.3,28.3,16.6,10,Tomato,Gaya,Bihar,24.79,84.99,3,1,Tomato___Septoria_leaf_spot,49.0,1
37.8,62.7,16.0,16.1,5,Tomato,Jaipur,Rajasthan,26.91,75.79,3,0,Tomato___Septoria_leaf_spot,54.3,1
27.7,87.7,100.2,15.0,7,Corn,Burdwan,West Bengal,23.23,87.85,4,1,Corn_(maize)___Common_rust_,52.7,1
26.7,72.5,116.1,4.3,7,Corn,Agra,Uttar Pradesh,27.17,78.01,2,0,Corn_(maize)___healthy,0.0,0
14.1,73.7,49.1,6.9,10,Tomato,Dharamsala,Himachal Pradesh,32.21,76.32,1,1,Tomato___Late_blight,67.0,1
23.0,76.2,4.8,12.6,1,Raspberry,Jabalpur,Madhya Pradesh,23.18,79.94,0,2,Raspberry___healthy,0.0,0
21.2,76.0,51.9,8.3,6,Grape,Amritsar,Punjab,31.63,74.87,0,3,Grape___Black_rot,64.9,1
37.6,61.5,10.8,14.5,5,Tomato,Jalandhar,Punjab,31.32,75.57,2,0,Tomato___Tomato_Yellow_Leaf_Curl_Virus,62.8,1
29.4,80.4,12.3,10.7,4,Cherry,Nashik,Maharashtra,19.99,73.79,3,2,Cherry_(including_sour)___Powdery_mildew,57.6,1
26.1,76.6,12.3,7.5,11,Pepper,Hyderabad,Telangana,17.38,78.47,4,2,"Pepper,_bell___healthy",0.0,0
29.0,56.7,55.7,10.5,9,Corn,Jodhpur,Rajasthan,26.29,73.01,2,0,Corn_(maize)___Northern_Leaf_Blight,65.7,1
