temperature,humidity,rainfall,wind_speed,month,crop,region,state,latitude,longitude,pesticide_applications,past_disease_occurrences,leaf_wetness_hours,consecutive_wet_days,soil_moisture,night_temperature,days_since_rain,morning_dew_hours,soil_ph,nitrogen_level,growth_stage,in_high_risk_region,soil_type,ann_rainfall_mm,disease,severity,is_diseased
21.1,67.2,17.6,8.6,4,Apple,Pune,Maharashtra,18.52,73.85,3,1,5.2,0,54.2,10.4,7.5,2.7,5.79,108.4,2,0,red_laterite,722,Apple___healthy,0.0,0
23.5,97.8,12.7,14.6,8,Grape,Nashik,Maharashtra,19.99,73.79,1,1,14.8,7,70.4,2.0,2.1,6.7,6.42,117.5,3,1,red_laterite,620,Grape___Black_rot,92.9,1
32.0,98.3,49.5,0.6,8,Corn,Amravati,Maharashtra,20.93,77.75,3,0,19.8,10,75.6,12.5,1.9,6.7,6.99,167.6,3,1,black_cotton,788,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,50.4,1
27.2,84.6,11.4,14.4,6,Tomato,Visakhapatnam,Andhra Pradesh,17.68,83.21,0,2,9.7,2,65.9,3.7,1.2,4.3,6.71,146.8,3,1,red_laterite,1012,Tomato___Target_Spot,63.0,1
15.9,98.8,73.8,3.7,11,Potato,Kolkata,West Bengal,22.57,88.36,2,0,12.9,10,90.6,4.5,0.7,8.5,6.2,243.6,3,1,alluvial,1582,Potato___Late_blight,98.2,1
29.8,57.2,10.9,13.2,5,Potato,Madurai,Tamil Nadu,9.93,78.12,1,0,8.6,2,64.0,10.9,8.9,3.3,6.7,115.0,2,0,black_cotton,924,Potato___Early_blight,55.7,1
15.7,55.7,9.6,10.0,6,Raspberry,Kota,Rajasthan,25.18,75.83,3,0,9.0,2,47.6,8.2,5.4,3.2,6.7,164.1,2,0,black_cotton,680,Raspberry___healthy,0.0,0
26.6,51.4,11.7,8.5,2,Grape,Warangal,Telangana,17.97,79.59,5,1,5.7,0,47.2,13.2,6.8,3.1,6.7,112.6,2,0,black_cotton,1058,Grape___healthy,0.0,0
23.3,96.3,11.6,3.5,6,Grape,Vijayawada,Andhra Pradesh,16.5,80.64,4,2,14.3,9,78.0,5.3,4.3,7.5,7.0,141.5,2,1,alluvial,1012,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),39.2,1
28.2,71.3,20.4,12.0,11,Pepper,Akola,Maharashtra,20.7,77.0,1,0,2.3,2,62.4,10.9,4.0,4.9,6.7,178.5,2,0,black_cotton,820,"Pepper,_bell___healthy",0.0,0
26.2,50.3,18.1,2.8,6,Grape,Siliguri,West Bengal,26.72,88.43,2,0,0.1,2,30.7,2.7,34.6,2.0,6.23,81.8,2,0,alluvial,2888,Grape___Esca_(Black_Measles),63.8,1
35.1,29.6,4.9,1.4,5,Tomato,Kolhapur,Maharashtra,16.7,74.24,5,0,2.4,0,42.1,7.2,31.2,1.6,6.8,130.9,2,1,red_laterite,1052,Tomato___Spider_mites Two-spotted_spider_mite,31.5,1
19.6,53.2,2.0,5.9,9,Squash,Jodhpur,Rajasthan,26.29,73.01,6,2,2.0,0,47.2,0.0,20.9,0.4,6.59,190.8,2,1,sandy,362,Squash___Powdery_mildew,23.1,1
24.0,73.3,5.6,8.5,11,Pepper,Dharamsala,Himachal Pradesh,32.21,76.32,6,1,1.6,1,61.4,1.6,5.4,2.6,6.77,164.0,2,0,red_laterite,2542,"Pepper,_bell___healthy",0.0,0
30.5,73.8,9.8,16.4,11,Tomato,Nagpur,Maharashtra,21.14,79.08,2,2,9.7,3,56.3,12.5,3.1,3.2,6.7,123.3,2,1,black_cotton,1025,Tomato___Early_blight,51.6,1
23.0,94.4,4.3,15.4,10,Tomato,Amravati,Maharashtra,20.93,77.75,1,2,12.0,4,74.0,8.2,4.7,6.3,6.92,160.7,2,1,black_cotton,788,Tomato___Septoria_leaf_spot,44.8,1
28.6,90.8,20.0,16.1,6,Tomato,Dharwad,Karnataka,15.45,75.01,1,1,8.8,2,71.0,10.5,5.7,8.2,6.7,169.9,3,1,black_cotton,742,Tomato___Target_Spot,63.5,1
32.0,82.0,23.3,10.5,2,Orange,Amritsar,Punjab,31.63,74.87,3,1,4.8,5,66.8,8.5,9.6,3.4,6.2,148.7,2,1,alluvial,682,Orange___Haunglongbing_(Citrus_greening),97.7,1
23.1,79.7,30.4,4.9,9,Tomato,Pune,Maharashtra,18.52,73.85,1,3,6.9,4,69.7,10.2,1.1,3.4,6.54,160.6,2,1,red_laterite,722,Tomato___Septoria_leaf_spot,51.7,1
23.5,63.9,14.0,7.4,5,Potato,Aurangabad,Maharashtra,19.87,75.34,3,1,2.1,0,53.2,7.3,11.7,3.8,6.7,131.9,2,0,black_cotton,726,Potato___healthy,0.0,0
25.1,52.1,14.3,10.7,7,Grape,Kolkata,West Bengal,22.57,88.36,2,3,5.4,1,64.7,5.6,5.9,2.3,6.2,114.4,2,0,alluvial,1582,Grape___healthy,0.0,0
25.8,74.1,6.7,3.5,5,Cherry,Sangli,Maharashtra,16.86,74.56,1,1,1.0,0,43.5,13.4,19.3,1.8,6.7,183.4,2,0,black_cotton,580,Cherry_(including_sour)___Powdery_mildew,50.3,1
19.4,84.9,22.9,10.4,8,Apple,Kullu,Himachal Pradesh,31.95,77.1,3,1,14.3,3,72.9,4.2,2.6,5.5,5.79,114.9,1,1,red_laterite,1262,Apple___Cedar_apple_rust,45.3,1
26.5,72.1,8.7,6.1,1,Tomato,Ludhiana,Punjab,30.9,75.85,8,0,0.0,2,60.8,7.2,9.0,3.1,6.3,122.1,1,1,alluvial,712,Tomato___Tomato_mosaic_virus,54.0,1
24.8,72.7,17.5,5.1,12,Raspberry,Gwalior,Madhya Pradesh,26.22,78.18,0,0,6.5,0,48.9,16.2,9.6,1.9,6.2,137.3,2,0,alluvial,762,Raspberry___healthy,0.0,0
23.7,55.9,8.5,9.1,8,Corn,Udaipur,Rajasthan,24.57,73.68,6,2,6.5,2,53.2,5.9,8.1,2.0,6.65,143.4,2,0,red_laterite,612,Corn_(maize)___healthy,0.0,0
30.0,73.1,4.7,11.8,7,Apple,Dharamsala,Himachal Pradesh,32.21,76.32,4,0,8.7,5,85.5,11.5,7.2,5.8,6.8,143.9,3,1,red_laterite,2542,Apple___Black_rot,55.0,1
20.1,100.0,30.4,21.8,9,Peach,Solan,Himachal Pradesh,30.9,77.1,2,3,15.0,5,83.2,1.2,2.2,4.1,6.59,186.7,2,1,red_laterite,1106,Peach___Bacterial_spot,57.9,1
27.2,97.5,47.9,21.4,7,Pepper,Visakhapatnam,Andhra Pradesh,17.68,83.21,4,0,12.3,4,61.7,2.0,2.0,7.0,6.8,134.5,2,1,red_laterite,1012,"Pepper,_bell___Bacterial_spot",50.5,1
21.1,60.4,9.8,4.7,7,Strawberry,Bhopal,Madhya Pradesh,23.25,77.41,2,0,4.7,0,50.4,12.7,7.1,4.4,6.7,135.0,2,0,black_cotton,1146,Strawberry___healthy,0.0,0
29.5,61.5,26.1,3.5,12,Tomato,Burdwan,West Bengal,23.23,87.85,9,4,4.2,0,53.0,12.0,3.9,2.1,6.2,158.0,2,0,alluvial,1428,Tomato___healthy,0.0,0
28.1,79.4,8.0,18.5,10,Corn,Nashik,Maharashtra,19.99,73.79,0,0,13.5,6,85.7,15.9,3.6,6.7,6.01,191.7,2,1,red_laterite,620,Corn_(maize)___Northern_Leaf_Blight,68.9,1
20.1,57.2,8.3,16.3,3,Cherry,Dharamsala,Himachal Pradesh,32.21,76.32,1,0,1.9,2,55.1,3.1,12.7,1.5,5.69,217.2,2,1,red_laterite,2542,Cherry_(including_sour)___Powdery_mildew,42.4,1
11.6,69.9,20.4,2.3,10,Raspberry,Gwalior,Madhya Pradesh,26.22,78.18,3,0,5.6,2,56.4,0.0,8.7,3.2,6.4,130.0,2,0,alluvial,762,Raspberry___healthy,0.0,0
37.0,87.0,51.8,28.4,9,Tomato,Surat,Gujarat,21.17,72.83,2,1,17.1,7,73.6,15.5,1.2,5.3,6.32,141.5,2,0,alluvial,1168,Tomato___Bacterial_spot,39.2,1
20.9,60.8,12.3,9.3,7,Corn,Jodhpur,Rajasthan,26.29,73.01,4,4,5.4,0,55.0,5.1,3.8,1.3,6.63,158.7,2,0,sandy,362,Corn_(maize)___healthy,0.0,0
24.1,60.9,5.5,4.1,1,Cherry,Madurai,Tamil Nadu,9.93,78.12,3,2,3.6,1,51.9,10.4,4.4,4.8,6.7,139.5,2,0,black_cotton,924,Cherry_(including_sour)___healthy,0.0,0
34.4,87.8,35.4,26.1,9,Orange,Vijayawada,Andhra Pradesh,16.5,80.64,6,1,8.5,1,73.1,12.3,5.7,2.9,6.2,135.4,2,1,alluvial,1012,Orange___Haunglongbing_(Citrus_greening),69.5,1
17.4,64.3,8.2,17.3,8,Cherry,Dharamsala,Himachal Pradesh,32.21,76.32,2,1,2.5,1,52.0,0.0,13.1,4.0,6.5,182.4,2,1,red_laterite,2542,Cherry_(including_sour)___Powdery_mildew,34.3,1
11.4,54.6,12.2,7.5,8,Blueberry,Dharwad,Karnataka,15.45,75.01,3,1,5.5,0,56.0,0.0,8.4,1.5,6.7,80.8,2,0,black_cotton,742,Blueberry___healthy,0.0,0
20.0,83.5,22.2,36.3,1,Wheat,Solapur,Maharashtra,17.66,75.9,0,1,12.6,3,63.3,7.2,3.4,11.1,6.7,109.5,2,0,black_cotton,520,Wheat___Leaf_rust,86.3,1
25.3,87.2,51.4,19.6,1,Tomato,Patna,Bihar,25.59,85.13,3,3,16.3,3,80.6,4.4,0.4,7.6,6.51,125.9,2,0,alluvial,1122,Tomato___Bacterial_spot,65.1,1
26.9,93.3,36.0,21.5,4,Peach,Kullu,Himachal Pradesh,31.95,77.1,0,0,9.6,6,74.0,7.2,0.9,8.4,6.79,131.1,2,1,red_laterite,1262,Peach___Bacterial_spot,53.6,1
19.7,50.4,10.8,7.1,1,Potato,Lucknow,Uttar Pradesh,26.85,80.94,0,0,7.1,1,57.6,5.9,7.4,3.0,6.3,147.7,2,0,alluvial,898,Potato___healthy,0.0,0
26.2,63.5,6.5,12.7,11,Corn,Pune,Maharashtra,18.52,73.85,6,2,3.2,0,54.1,5.4,4.2,3.4,6.8,138.0,2,0,red_laterite,722,Corn_(maize)___healthy,0.0,0
21.9,55.3,11.0,3.6,2,Squash,Meerut,Uttar Pradesh,28.98,77.7,1,1,0.6,0,28.5,7.2,11.3,3.9,6.29,141.1,2,1,alluvial,814,Squash___Powdery_mildew,42.1,1
11.7,55.6,15.1,7.7,6,Cherry,Nashik,Maharashtra,19.99,73.79,1,1,5.5,2,59.1,0.0,6.8,2.5,5.84,148.5,2,0,red_laterite,620,Cherry_(including_sour)___healthy,0.0,0
22.3,51.6,6.8,7.2,6,Apple,Bhopal,Madhya Pradesh,23.25,77.41,4,0,5.7,0,51.0,7.9,4.2,2.6,6.95,158.7,2,0,black_cotton,1146,Apple___healthy,0.0,0
21.0,81.4,5.0,11.9,5,Apple,Solan,Himachal Pradesh,30.9,77.1,1,0,11.5,3,79.9,4.7,7.2,4.4,6.8,151.4,3,1,red_laterite,1106,Apple___Black_rot,78.3,1
17.2,50.6,13.9,12.8,3,Blueberry,Jabalpur,Madhya Pradesh,23.18,79.94,2,3,3.7,0,43.8,7.4,9.2,3.0,5.05,81.2,2,0,red_laterite,1310,Blueberry___healthy,0.0,0
23.2,55.4,21.3,10.5,10,Apple,Visakhapatnam,Andhra Pradesh,17.68,83.21,2,2,5.3,1,62.2,15.5,6.8,1.0,5.98,159.0,2,0,red_laterite,1012,Apple___healthy,0.0,0
18.0,72.8,19.0,18.2,2,Tomato,Kullu,Himachal Pradesh,31.95,77.1,4,3,8.1,2,54.9,0.0,9.5,4.4,6.26,72.1,2,0,red_laterite,1262,Tomato___Early_blight,57.4,1
23.5,65.1,11.3,13.3,5,Corn,Mysore,Karnataka,12.29,76.64,1,1,3.8,0,60.3,5.5,3.3,2.6,6.54,156.6,2,0,red_laterite,752,Corn_(maize)___healthy,0.0,0
20.4,76.0,14.7,9.2,5,Tomato,Vijayawada,Andhra Pradesh,16.5,80.64,3,0,11.6,2,71.1,1.1,3.2,8.3,6.85,187.5,3,1,alluvial,1012,Tomato___Target_Spot,48.2,1
21.4,63.2,20.2,12.7,4,Blueberry,Jalandhar,Punjab,31.32,75.57,2,0,6.2,1,59.0,6.6,10.2,1.2,6.2,96.9,2,0,alluvial,698,Blueberry___healthy,0.0,0
12.0,69.7,28.5,10.8,8,Cherry,Kolhapur,Maharashtra,16.7,74.24,3,0,5.3,2,49.9,0.0,3.2,4.2,6.09,170.1,2,0,red_laterite,1052,Cherry_(including_sour)___healthy,0.0,0
12.7,97.7,44.5,13.1,6,Potato,Agra,Uttar Pradesh,27.17,78.01,7,3,21.2,5,85.9,8.1,1.6,9.4,6.2,134.4,3,1,alluvial,660,Potato___Late_blight,60.4,1
25.3,78.9,7.4,23.6,9,Corn,Madurai,Tamil Nadu,9.93,78.12,9,1,8.5,5,56.9,7.4,1.4,8.9,6.99,160.3,2,1,black_cotton,924,Corn_(maize)___Common_rust_,32.2,1
18.4,52.9,2.8,8.0,11,Tomato,Agra,Uttar Pradesh,27.17,78.01,2,2,0.0,0,53.7,2.8,9.8,3.9,6.83,158.6,1,1,alluvial,660,Tomato___Tomato_mosaic_virus,46.7,1
24.9,61.5,3.9,5.3,6,Squash,Akola,Maharashtra,20.7,77.0,1,2,1.7,0,46.9,7.7,8.7,3.5,7.1,180.2,2,1,black_cotton,820,Squash___Powdery_mildew,55.4,1
25.7,62.9,4.7,15.2,11,Squash,Bangalore,Karnataka,12.97,77.59,0,1,2.5,0,33.3,8.8,17.9,1.6,6.79,202.3,2,0,red_laterite,948,Squash___Powdery_mildew,43.4,1
16.0,87.9,19.8,7.5,6,Grape,Gaya,Bihar,24.79,84.99,2,5,10.4,9,84.7,0.0,1.5,8.0,6.2,131.6,2,0,alluvial,968,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),57.2,1
25.7,99.5,44.5,2.0,7,Corn,Patna,Bihar,25.59,85.13,2,0,12.0,7,78.4,4.1,1.0,6.8,6.2,110.9,3,0,alluvial,1122,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,65.6,1
27.6,50.1,11.2,3.5,5,Cherry,Dharamsala,Himachal Pradesh,32.21,76.32,1,3,3.9,2,36.9,7.9,9.1,0.3,6.04,186.2,2,1,red_laterite,2542,Cherry_(including_sour)___Powdery_mildew,27.4,1
18.5,87.9,8.4,8.2,7,Potato,Ludhiana,Punjab,30.9,75.85,2,5,3.4,4,58.2,1.8,10.7,4.1,6.2,98.2,2,1,alluvial,712,Potato___Early_blight,52.9,1
32.6,46.5,2.1,6.5,11,Tomato,Kanpur,Uttar Pradesh,26.44,80.33,1,1,0.9,0,20.8,5.7,41.0,0.8,7.0,70.9,2,0,alluvial,792,Tomato___Spider_mites Two-spotted_spider_mite,59.7,1
22.7,86.7,29.0,6.8,5,Tomato,Dharwad,Karnataka,15.45,75.01,2,3,15.5,6,63.4,0.0,3.9,5.2,6.7,162.1,3,1,black_cotton,742,Tomato___Target_Spot,41.4,1
21.6,79.7,16.4,11.5,8,Grape,Dharwad,Karnataka,15.45,75.01,0,2,16.6,8,73.4,1.5,3.4,8.0,6.7,136.8,2,1,black_cotton,742,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),59.0,1
25.8,67.0,1.1,9.2,9,Tomato,Amritsar,Punjab,31.63,74.87,3,0,6.4,5,70.9,13.7,4.2,6.8,6.33,103.8,2,1,alluvial,682,Tomato___Septoria_leaf_spot,49.7,1
17.2,79.7,21.0,21.6,2,Wheat,Hisar,Haryana,29.15,75.72,3,1,12.6,2,63.2,4.1,4.6,4.9,6.22,200.4,2,1,alluvial,428,Wheat___Leaf_rust,51.2,1
22.5,68.7,12.9,4.8,11,Peach,Patna,Bihar,25.59,85.13,4,2,4.8,1,69.5,14.2,3.1,4.0,6.72,196.1,2,0,alluvial,1122,Peach___healthy,0.0,0
20.0,55.8,11.0,11.1,4,Cherry,Kolhapur,Maharashtra,16.7,74.24,1,1,4.6,1,68.1,7.1,7.0,3.9,6.09,150.2,2,0,red_laterite,1052,Cherry_(including_sour)___healthy,0.0,0
26.5,78.0,5.5,8.5,9,Cherry,Dharamsala,Himachal Pradesh,32.21,76.32,0,2,3.8,0,31.6,8.7,12.8,2.1,6.8,247.3,2,1,red_laterite,2542,Cherry_(including_sour)___Powdery_mildew,52.4,1
16.8,100.0,28.0,6.1,3,Tomato,Kanpur,Uttar Pradesh,26.44,80.33,4,0,8.9,6,71.4,0.0,2.7,4.4,6.2,155.5,2,1,alluvial,792,Tomato___Septoria_leaf_spot,40.2,1
18.1,99.2,8.7,5.4,9,Tomato,Ludhiana,Punjab,30.9,75.85,1,3,20.3,6,80.8,2.2,1.7,11.1,6.2,259.0,3,0,alluvial,712,Tomato___Leaf_Mold,46.4,1
28.2,67.9,10.7,6.5,4,Pepper,Pune,Maharashtra,18.52,73.85,3,4,4.3,1,56.7,9.0,3.8,2.3,6.27,168.6,2,0,red_laterite,722,"Pepper,_bell___healthy",0.0,0
26.7,61.1,6.3,8.5,6,Tomato,Lucknow,Uttar Pradesh,26.85,80.94,1,2,2.9,0,30.9,3.7,31.0,1.3,6.25,109.3,2,0,alluvial,898,Tomato___Spider_mites Two-spotted_spider_mite,44.6,1
10.5,90.2,7.5,29.8,3,Apple,Kullu,Himachal Pradesh,31.95,77.1,10,0,12.8,3,74.7,0.0,3.4,8.4,6.08,115.4,1,1,red_laterite,1262,Apple___Cedar_apple_rust,15.0,1
21.8,84.5,11.0,13.8,10,Corn,Varanasi,Uttar Pradesh,25.31,82.97,4,5,15.1,6,85.8,8.8,0.3,9.1,6.2,138.2,2,0,alluvial,1110,Corn_(maize)___Northern_Leaf_Blight,45.0,1
26.0,75.7,24.0,8.9,11,Orange,Bhopal,Madhya Pradesh,23.25,77.41,2,1,3.9,2,52.0,1.9,9.3,3.0,6.7,77.0,2,1,black_cotton,1146,Orange___Haunglongbing_(Citrus_greening),68.3,1
24.3,52.3,16.4,8.7,1,Corn,Karnal,Haryana,29.68,76.99,6,0,1.8,2,49.2,5.7,10.2,4.1,6.35,187.5,2,0,alluvial,772,Corn_(maize)___healthy,0.0,0
20.6,73.1,13.6,10.9,9,Cherry,Dharamsala,Himachal Pradesh,32.21,76.32,4,0,4.0,1,48.9,2.3,8.0,2.8,6.73,148.4,2,1,red_laterite,2542,Cherry_(including_sour)___Powdery_mildew,38.1,1
24.1,53.3,12.1,7.0,5,Corn,Hisar,Haryana,29.15,75.72,7,4,2.3,2,55.6,8.7,5.5,3.8,6.41,193.7,2,0,alluvial,428,Corn_(maize)___healthy,0.0,0
24.8,91.6,14.0,5.3,9,Corn,Siliguri,West Bengal,26.72,88.43,2,0,10.5,7,89.0,4.7,0.7,10.2,6.2,149.9,3,0,alluvial,2888,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,40.2,1
39.5,53.7,0.4,10.8,3,Tomato,Jodhpur,Rajasthan,26.29,73.01,1,0,2.7,1,52.1,18.5,21.0,1.2,7.09,146.9,1,1,sandy,362,Tomato___Tomato_Yellow_Leaf_Curl_Virus,92.6,1
19.7,82.3,16.8,12.4,7,Strawberry,Shimla,Himachal Pradesh,31.1,77.17,2,2,8.3,4,76.3,0.3,1.6,4.4,6.37,157.4,2,1,red_laterite,1575,Strawberry___Leaf_scorch,36.8,1
27.6,90.5,43.9,1.9,9,Corn,Sangli,Maharashtra,16.86,74.56,1,2,12.8,7,86.0,9.9,0.9,12.5,6.86,101.9,3,1,black_cotton,580,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,57.9,1
21.1,53.0,14.6,2.3,7,Grape,Sangli,Maharashtra,16.86,74.56,3,0,4.7,2,23.8,0.0,32.5,0.8,7.02,89.0,2,1,black_cotton,580,Grape___Esca_(Black_Measles),55.8,1
19.4,90.8,24.1,10.1,11,Corn,Chennai,Tamil Nadu,13.08,80.27,0,1,7.6,5,71.0,4.9,0.9,9.6,6.02,203.6,2,1,red_laterite,1398,Corn_(maize)___Common_rust_,73.2,1
27.2,89.9,39.5,27.6,6,Peach,Shimla,Himachal Pradesh,31.1,77.17,5,1,8.2,3,83.8,5.5,0.8,6.4,6.5,125.1,2,1,red_laterite,1575,Peach___Bacterial_spot,41.4,1
27.0,85.2,27.6,11.1,2,Peach,Kullu,Himachal Pradesh,31.95,77.1,2,1,18.5,4,80.3,10.9,0.0,9.5,6.68,167.5,2,1,red_laterite,1262,Peach___Bacterial_spot,53.0,1
9.7,56.8,20.5,4.2,3,Raspberry,Lucknow,Uttar Pradesh,26.85,80.94,0,0,5.2,2,62.2,0.0,9.9,1.5,6.32,113.9,2,0,alluvial,898,Raspberry___healthy,0.0,0
17.3,70.0,24.0,32.3,1,Wheat,Bhopal,Madhya Pradesh,23.25,77.41,2,0,12.2,4,67.0,7.0,3.3,7.6,7.47,176.5,2,1,black_cotton,1146,Wheat___Leaf_rust,55.7,1
18.4,99.0,41.0,16.4,5,Grape,Aurangabad,Maharashtra,19.87,75.34,0,3,16.4,4,79.4,0.0,2.9,9.8,6.8,139.3,3,1,black_cotton,726,Grape___Black_rot,77.1,1
29.0,66.0,2.9,6.1,2,Tomato,Kolhapur,Maharashtra,16.7,74.24,3,4,3.3,2,59.9,7.8,16.3,0.4,5.58,130.6,1,1,red_laterite,1052,Tomato___Tomato_mosaic_virus,53.1,1
16.8,59.0,24.4,5.6,8,Peach,Indore,Madhya Pradesh,22.71,75.85,6,1,2.4,2,61.6,6.5,6.8,4.6,6.7,117.1,2,0,black_cotton,985,Peach___healthy,0.0,0
14.1,51.0,2.7,8.1,3,Peach,Chennai,Tamil Nadu,13.08,80.27,0,0,4.2,2,57.5,0.0,9.3,2.8,6.54,144.5,2,0,red_laterite,1398,Peach___healthy,0.0,0
19.1,98.4,36.1,13.3,7,Corn,Latur,Maharashtra,18.4,76.56,0,4,6.3,3,64.8,2.1,1.4,5.0,6.7,140.8,2,1,black_cotton,742,Corn_(maize)___Common_rust_,72.7,1
27.9,51.7,15.1,4.9,6,Pepper,Kota,Rajasthan,25.18,75.83,3,4,5.8,1,59.9,11.0,6.7,1.8,6.7,152.6,2,0,black_cotton,680,"Pepper,_bell___healthy",0.0,0
13.6,76.7,11.8,11.4,3,Apple,Shimla,Himachal Pradesh,31.1,77.17,6,2,14.6,7,71.4,4.7,3.5,8.5,5.91,156.4,1,1,red_laterite,1575,Apple___Cedar_apple_rust,31.7,1
20.8,85.9,30.4,10.4,8,Tomato,Lucknow,Uttar Pradesh,26.85,80.94,2,1,8.3,3,63.4,4.7,5.7,7.1,6.29,134.4,2,1,alluvial,898,Tomato___Septoria_leaf_spot,56.3,1
31.6,26.6,0.0,6.3,3,Tomato,Surat,Gujarat,21.17,72.83,2,0,0.0,0,35.7,5.7,43.6,1.3,6.52,143.1,2,1,alluvial,1168,Tomato___Spider_mites Two-spotted_spider_mite,43.6,1
22.4,58.5,15.5,8.6,7,Strawberry,Vadodara,Gujarat,22.3,73.18,5,1,3.2,1,59.1,11.0,4.9,3.1,6.7,122.7,2,0,black_cotton,921,Strawberry___healthy,0.0,0
32.2,47.0,4.6,7.9,12,Tomato,Surat,Gujarat,21.17,72.83,1,5,0.0,0,29.5,6.6,29.8,0.1,6.2,117.5,2,1,alluvial,1168,Tomato___Spider_mites Two-spotted_spider_mite,48.6,1
20.7,81.7,11.4,31.7,7,Corn,Akola,Maharashtra,20.7,77.0,2,0,8.9,5,70.6,7.0,2.2,7.4,6.82,142.0,2,1,black_cotton,820,Corn_(maize)___Common_rust_,58.8,1
21.0,51.0,23.2,8.7,6,Corn,Kanpur,Uttar Pradesh,26.44,80.33,3,1,4.3,1,37.6,0.0,4.5,4.6,6.22,161.0,2,0,alluvial,792,Corn_(maize)___healthy,0.0,0
18.9,78.6,9.6,11.7,10,Tomato,Patiala,Punjab,30.33,76.39,5,1,5.7,3,70.6,0.7,4.5,6.7,6.2,166.6,2,1,alluvial,726,Tomato___Septoria_leaf_spot,38.5,1
25.7,77.3,11.4,6.4,6,Strawberry,Nashik,Maharashtra,19.99,73.79,1,2,10.9,3,65.0,6.3,1.5,8.8,5.7,97.3,2,1,red_laterite,620,Strawberry___Leaf_scorch,66.8,1
38.0,33.5,2.0,2.2,3,Tomato,Solapur,Maharashtra,17.66,75.9,2,1,0.0,0,31.7,8.0,39.9,0.6,6.7,100.5,2,1,black_cotton,520,Tomato___Spider_mites Two-spotted_spider_mite,61.4,1
25.4,88.3,8.2,14.6,6,Tomato,Pune,Maharashtra,18.52,73.85,2,2,5.3,2,54.3,6.3,2.8,2.2,6.54,166.0,2,1,red_laterite,722,Tomato___Early_blight,63.7,1
32.2,76.6,12.0,7.9,11,Tomato,Visakhapatnam,Andhra Pradesh,17.68,83.21,2,1,3.5,1,37.3,13.0,18.7,2.5,5.95,132.8,1,0,red_laterite,1012,Tomato___Tomato_mosaic_virus,73.9,1
18.6,100.0,26.7,5.3,8,Corn,Dharwad,Karnataka,15.45,75.01,3,4,14.3,4,76.2,4.0,3.4,6.5,6.7,187.7,2,1,black_cotton,742,Corn_(maize)___Northern_Leaf_Blight,53.4,1
26.5,89.3,35.6,6.7,3,Orange,Visakhapatnam,Andhra Pradesh,17.68,83.21,1,0,9.1,1,63.1,7.0,10.7,5.2,5.99,107.3,2,1,red_laterite,1012,Orange___Haunglongbing_(Citrus_greening),94.6,1
19.3,90.3,37.2,18.5,3,Apple,Dharamsala,Himachal Pradesh,32.21,76.32,4,2,10.5,2,76.1,4.9,1.3,4.5,5.9,157.3,1,1,red_laterite,2542,Apple___Cedar_apple_rust,37.4,1
26.3,86.9,19.0,6.8,6,Grape,Indore,Madhya Pradesh,22.71,75.85,2,0,12.4,9,85.6,8.1,0.8,9.3,6.7,112.4,3,0,black_cotton,985,Grape___Black_rot,65.3,1
27.9,53.0,16.8,4.3,8,Grape,Jaipur,Rajasthan,26.91,75.79,4,1,3.6,0,48.5,15.2,3.4,3.5,6.69,130.9,2,0,sandy,592,Grape___healthy,0.0,0
28.5,100.0,44.2,11.3,7,Pepper,Latur,Maharashtra,18.4,76.56,7,3,9.3,2,81.6,8.8,1.2,5.8,6.98,210.3,2,1,black_cotton,742,"Pepper,_bell___Bacterial_spot",20.1,1
23.9,67.5,32.3,11.3,9,Tomato,Lucknow,Uttar Pradesh,26.85,80.94,6,1,12.9,2,64.6,3.9,2.7,3.3,6.2,162.8,3,0,alluvial,898,Tomato___Target_Spot,27.3,1
32.9,25.0,0.0,0.2,3,Tomato,Udaipur,Rajasthan,24.57,73.68,2,3,0.0,0,37.0,3.6,38.0,0.5,6.8,117.0,2,1,red_laterite,612,Tomato___Spider_mites Two-spotted_spider_mite,36.5,1
20.6,100.0,34.1,14.8,11,Tomato,Dharwad,Karnataka,15.45,75.01,6,0,17.0,10,76.8,11.1,0.3,4.3,6.7,270.1,3,0,black_cotton,742,Tomato___Late_blight,61.9,1
38.6,68.2,10.6,11.5,5,Tomato,Nagpur,Maharashtra,21.14,79.08,3,3,3.1,0,60.7,12.2,9.5,2.8,6.75,97.1,1,1,black_cotton,1025,Tomato___Tomato_Yellow_Leaf_Curl_Virus,75.4,1
12.3,98.2,37.0,7.0,6,Tomato,Nagpur,Maharashtra,21.14,79.08,7,1,18.7,6,82.5,2.1,0.4,7.5,6.7,225.7,3,1,black_cotton,1025,Tomato___Late_blight,64.5,1
21.0,61.6,17.3,5.5,12,Peach,Surat,Gujarat,21.17,72.83,2,3,5.4,2,40.3,8.4,10.9,4.6,6.2,184.0,2,0,alluvial,1168,Peach___healthy,0.0,0
